name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Nazareth (d),16931,Valid,H6,1500,Found,1968,34.583330,-102.083330,"(34.58333, -102.08333)"
Nazareth (e),16932,Valid,H6,13100,Found,1977,34.583330,-102.050000,"(34.58333, -102.05)"
Nazareth (iron),16933,Valid,"Iron, IIIAB",11310,Found,1968,34.526670,-102.105000,"(34.52667, -102.105)"
Needles,16936,Valid,"Iron, IID",45300,Found,1962,34.444170,-114.832500,"(34.44417, -114.8325)"
Needmore,16937,Valid,OC,1793,Found,1976,34.044720,-102.799170,"(34.04472, -102.79917)"
Neenach,16938,Valid,L6,13800,Found,1948,34.800000,-118.500000,"(34.8, -118.5)"
Negrillos,16939,Valid,"Iron, IIAB",28500,Found,1936,-19.883330,-69.833330,"(-19.88333, -69.83333)"
Nelson County,16942,Valid,"Iron, IIIF",73030,Found,1856,37.750000,-85.500000,"(37.75, -85.5)"
Nenntmannsdorf,16943,Valid,"Iron, IIAB",12500,Found,1872,50.966670,13.950000,"(50.96667, 13.95)"
Neptune Mountains,16944,Valid,"Iron, IAB complex",1070,Found,1964,-83.250000,-55.000000,"(-83.25, -55.0)"
Ness County (1894),16946,Valid,L6,82000,Found,1894,38.500000,-99.600000,"(38.5, -99.6)"
Ness County (1938),16947,Valid,H4,652,Found,1938,38.483330,-99.916670,"(38.48333, -99.91667)"
Netschaëvo,16949,Valid,"Iron, IIE-an",250000,Found,1846,54.233330,35.150000,"(54.23333, 35.15)"
New Almelo,16951,Valid,L5,8000,Found,1917,39.666670,-100.000000,"(39.66667, -100.0)"
New Baltimore,16952,Valid,"Iron, ungrouped",20000,Found,1922,40.000000,-78.850000,"(40.0, -78.85)"
New Deal,52094,Valid,H6,266,Found,2010,33.721000,-101.838900,"(33.721, -101.8389)"
New Leipzig,16955,Valid,"Iron, IAB-MG",20000,Found,1936,46.366670,-101.950000,"(46.36667, -101.95)"
New Lynn,16956,Valid,L6,800,Found,1986,33.170000,-101.638330,"(33.17, -101.63833)"
New Mexico,16957,Valid,Iron,130,Found,1935,34.500000,-107.000000,"(34.5, -107.0)"
New Moore (a),16958,Valid,OC,100.3,Found,1972,33.116670,-102.116670,"(33.11667, -102.11667)"
New Moore (b),16959,Valid,OC,200,Found,1975,33.118330,-102.113330,"(33.11833, -102.11333)"
New Raymer,30758,Valid,LL4,3400,Found,1995,40.625830,-103.840330,"(40.62583, -103.84033)"
New Westville,16961,Valid,"Iron, IVA",4800,Found,1941,39.800000,-84.816670,"(39.8, -84.81667)"
Newport,16962,Valid,"Pallasite, PMG",5600,Found,1923,35.600000,-91.266670,"(35.6, -91.26667)"
Newsom,16963,Valid,L6,892,Found,1939,37.600000,-105.833330,"(37.6, -105.83333)"
Niagara,16969,Valid,"Iron, IAB-sLL",115,Found,1879,48.000000,-97.933330,"(48.0, -97.93333)"
Nicolás Levalle,52413,Valid,L5,60000,Found,1956,-38.850280,-62.878890,"(-38.85028, -62.87889)"
Nieder Finow,16971,Valid,"Iron, IAB complex",287,Found,1950,52.833330,13.933330,"(52.83333, 13.93333)"
Nilpena,16978,Valid,Ureilite-pmict,173,Found,1975,-31.083330,138.300000,"(-31.08333, 138.3)"
Nimberrin,16979,Valid,L6,786,Found,1970,-31.516670,117.966670,"(-31.51667, 117.96667)"
Nochtuisk,16986,Valid,Iron,8,Found,1876,59.983330,117.583330,"(59.98333, 117.58333)"
Nocoleche,16987,Valid,"Iron, IC-an",20000,Found,1895,-29.866670,144.216670,"(-29.86667, 144.21667)"
Noktat Addagmar,47710,Valid,LL5,779,Found,2006,25.702500,-10.781670,"(25.7025, -10.78167)"
Nora Creina,16990,Valid,L4,283.5,Found,1962,-37.316670,139.850000,"(-37.31667, 139.85)"
Norcateur,16991,Valid,L6,3200,Found,1940,39.816670,-100.200000,"(39.81667, -100.2)"
Nordheim,16992,Valid,"Iron, ungrouped",15150,Found,1932,28.866670,-97.616670,"(28.86667, -97.61667)"
Norfolk,16993,Valid,"Iron, IIIAB",23000,Found,1907,36.900000,-76.300000,"(36.9, -76.3)"
Norin-Shibir,16995,Valid,"Iron, ungrouped",3.5,Found,1900,51.850000,107.916670,"(51.85, 107.91667)"
Norquín,16996,Valid,"Iron, IIIAB",19250,Found,1945,-37.716670,-70.616670,"(-37.71667, -70.61667)"
Norristown,16997,Valid,"Iron, IIIAB",4200,Found,1965,32.516670,-82.550000,"(32.51667, -82.55)"
North Chile,17001,Valid,"Iron, IIAB",300000,Found,1875,-23.000000,-69.000000,"(-23.0, -69.0)"
North East Reid,17002,Valid,H5,38.6,Found,1969,-30.033330,129.016670,"(-30.03333, 129.01667)"
North Forrest,17003,Valid,H5,608.9,Found,1969,-30.500000,128.100000,"(-30.5, 128.1)"
North Haig,17004,Valid,Ureilite-pmict,964,Found,1961,-30.216670,126.216670,"(-30.21667, 126.21667)"
North Reid,17006,Valid,LL5,308.7,Found,1969,-30.000000,128.916670,"(-30.0, 128.91667)"
North West Forrest (E6),17007,Valid,EL6,4400,Found,1971,-30.600000,127.816670,"(-30.6, 127.81667)"
North West Forrest (H),17008,Valid,H4,238.4,Found,1969,-30.766670,128.016670,"(-30.76667, 128.01667)"
Northampton,17009,Valid,Iron,353,Found,1963,42.316670,-72.633330,"(42.31667, -72.63333)"
Northbranch,17010,Valid,H5,76000,Found,1972,39.991670,-98.341670,"(39.99167, -98.34167)"
Oberon Bay,17977,Valid,LL6,179,Found,1962,-39.066670,146.350000,"(-39.06667, 146.35)"
Nova Petropolis,17928,Valid,"Iron, IIIAB",305000,Found,1967,-29.433330,-50.916670,"(-29.43333, -50.91667)"
Novorybinskoe,17931,Valid,"Iron, IVA",3055,Found,1937,51.883330,71.250000,"(51.88333, 71.25)"
Novosibirsk,17932,Valid,H5/6,11410,Found,1978,55.000000,82.900000,"(55.0, 82.9)"
Nuevo Laredo,17937,Valid,Eucrite-mmict,500,Found,1950,27.500000,-99.500000,"(27.5, -99.5)"
Nuleri,17939,Valid,"Iron, IIIAB",120,Found,1902,-27.833330,123.866670,"(-27.83333, 123.86667)"
Nullagine,17940,Valid,H5,102,Found,1973,-21.866670,120.116670,"(-21.86667, 120.11667)"
Ocate,48976,Valid,"Iron, IAB-MG",6400,Found,1986,36.295330,-105.048330,"(36.29533, -105.04833)"
Oak,17971,Valid,L5,75.3,Found,1968,-31.583330,127.700000,"(-31.58333, 127.7)"
Oakley (iron),17972,Valid,"Iron, IIIF",111000,Found,1926,42.333330,-113.700000,"(42.33333, -113.7)"
Oakley (stone),17973,Valid,H6,27700,Found,1895,38.950000,-101.016670,"(38.95, -101.01667)"
Oasis State Park,17974,Valid,OC,606,Found,1968,34.228330,-103.358330,"(34.22833, -103.35833)"
Oberlin,17975,Valid,LL5,2500,Found,1911,39.800000,-100.516670,"(39.8, -100.51667)"
Obernkirchen,17976,Valid,"Iron, IVA",41000,Found,1863,52.266670,9.100000,"(52.26667, 9.1)"
Ocotillo,17980,Valid,"Iron, IAB-MG",28570,Found,1990,32.833330,-116.066670,"(32.83333, -116.06667)"
Octave Mine,35633,Valid,H5,1304.2,Found,2004,34.132280,-112.702250,"(34.13228, -112.70225)"
Oczeretna,17981,Valid,H4,130,Found,1871,49.316670,31.516670,"(49.31667, 31.51667)"
Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000,Found,1922,31.716670,-102.400000,"(31.71667, -102.4)"
Odessa (stone),17986,Valid,H4,1926,Found,1960,46.500000,30.766670,"(46.5, 30.76667)"
"O'Donnell",17987,Valid,H5,12700,Found,1992,32.912170,-101.918670,"(32.91217, -101.91867)"
Ogallala,17992,Valid,"Iron, IAB-sLL",3300,Found,1918,41.166670,-101.666670,"(41.16667, -101.66667)"
Okahandja,17999,Valid,"Iron, IIAB",6580,Found,1926,-21.983330,16.933330,"(-21.98333, 16.93333)"
Okechobee,18001,Valid,L4,1000,Found,1916,26.683330,-80.800000,"(26.68333, -80.8)"
Oktibbeha County,18003,Valid,"Iron, IAB-ung",156,Found,1854,33.500000,-89.000000,"(33.5, -89.0)"
Old Dominion Mine,18004,Valid,H4,42,Found,2000,34.859580,-116.221130,"(34.85958, -116.22113)"
Old Woman,18007,Valid,"Iron, IIAB",2753000,Found,1976,34.466670,-115.233330,"(34.46667, -115.23333)"
Oldfield River,18010,Valid,H5,150,Found,1972,-33.000000,121.000000,"(-33.0, 121.0)"
Oldman Mountain,56392,Valid,H5,198.96,Found,2008,33.672480,-114.291700,"(33.67248, -114.2917)"
Oliver,18014,Valid,L6,6690,Found,1984,41.200000,-103.683330,"(41.2, -103.68333)"
Olton,18016,Valid,H3.5,953,Found,1948,34.167220,-102.133610,"(34.16722, -102.13361)"
Onello,18020,Valid,"Iron, ungrouped",164,Found,1997,63.166670,137.666670,"(63.16667, 137.66667)"
Opava,18021,Valid,Iron,14300,Found,1925,49.966670,17.900000,"(49.96667, 17.9)"
Ophara,18022,Valid,H4,85.4,Found,1983,-32.123330,141.079720,"(-32.12333, 141.07972)"
Orange River (iron),18023,Valid,"Iron, IIIAB",148800,Found,1855,-30.000000,25.000000,"(-30.0, 25.0)"
Orimattila,18028,Valid,H4,1872,Found,1974,60.583330,25.583330,"(60.58333, 25.58333)"
Orlovka,18029,Valid,H5,40500,Found,1928,56.000000,76.750000,"(56.0, 76.75)"
Oro Grande,18031,Valid,H5,513,Found,1971,32.371670,-106.258330,"(32.37167, -106.25833)"
Oroville,18032,Valid,"Iron, IIIAB",24500,Found,1893,39.683330,-121.633330,"(39.68333, -121.63333)"
Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600,Found,1895,33.633330,-106.383330,"(33.63333, -106.38333)"
Oshkosh,18036,Valid,H,144.80000000000001,Found,1961,44.076940,-88.562780,"(44.07694, -88.56278)"
Osseo,18037,Valid,"Iron, IAB complex",46300,Found,1931,47.633330,-80.083330,"(47.63333, -80.08333)"
Otchinjau,18041,Valid,"Iron, IVA",30000,Found,1919,-16.500000,14.000000,"(-16.5, 14.0)"
Otinapa,18043,Valid,"Pallasite, PMG",8400,Found,1986,24.183330,-105.033330,"(24.18333, -105.03333)"
Otis,18044,Valid,L6,2600,Found,1940,38.533330,-99.050000,"(38.53333, -99.05)"
Otto,18047,Valid,H5,28,Found,1970,35.166670,-105.983330,"(35.16667, -105.98333)"
Ouallen,18048,Valid,H6,5174,Found,1936,24.166670,0.083330,"(24.16667, 0.08333)"
Oubari,18049,Valid,LL6,8000,Found,1944,26.800000,13.583330,"(26.8, 13.58333)"
Oufrane,18051,Valid,L,540,Found,1969,28.295830,0.025000,"(28.29583, 0.025)"
Ouzina,18054,Valid,R4,642,Found,1999,30.800000,-4.183330,"(30.8, -4.18333)"
Overland Park,18056,Valid,H4,1374,Found,1998,38.966670,-94.666670,"(38.96667, -94.66667)"
Ovid,18057,Valid,H6,6169,Found,1939,40.966670,-102.400000,"(40.96667, -102.4)"
Ovid (b),31283,Valid,H5,860,Found,1943,40.758330,-102.375000,"(40.75833, -102.375)"
Owasco,18060,Valid,L6,168400,Found,1984,41.200000,-103.683330,"(41.2, -103.68333)"
Owens Valley,18061,Valid,"Iron, IIIAB",192800,Found,1913,37.466670,-118.000000,"(37.46667, -118.0)"
Oxford,18063,Valid,H5,6000,Found,1985,40.166670,-99.666670,"(40.16667, -99.66667)"
Oyogos-Yar,18064,Valid,H4,1200,Found,1990,72.683330,143.533330,"(72.68333, 143.53333)"
Ozernoe,18065,Valid,L6,1830,Found,1983,54.900000,62.800000,"(54.9, 62.8)"
Ozona,18066,Valid,H6,127500,Found,1929,30.733330,-101.300000,"(30.73333, -101.3)"
Ozren,18067,Valid,"Iron, IAB-MG",3900,Found,1952,44.612500,18.418060,"(44.6125, 18.41806)"
Page City,18070,Valid,"Iron, IVA",13630,Found,1980,39.166670,-101.283330,"(39.16667, -101.28333)"
Pallasovka,34061,Valid,"Pallasite, PMG",198000,Found,1990,49.866670,46.611670,"(49.86667, 46.61167)"
Palmas de Monte Alto,48959,Valid,"Iron, IIIAB",97000,Found,1954,-14.367500,-43.022780,"(-14.3675, -43.02278)"
Palmersville,18078,Valid,H5,9979,Found,1908,36.466500,-88.602830,"(36.4665, -88.60283)"
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482,Found,1954,36.500000,-104.500000,"(36.5, -104.5)"
Palo Verde Mine,31284,Valid,L6,9158,Found,2004,34.714570,-114.191420,"(34.71457, -114.19142)"
Paloduro,18081,Valid,"Iron, IIIE",3000,Found,1935,34.900000,-101.216670,"(34.9, -101.21667)"
Pampa (a),18083,Valid,L6,380,Found,1986,-23.200000,-70.433330,"(-23.2, -70.43333)"
Pampa (b),18084,Valid,L4/5,10000,Found,1986,-23.200000,-70.433330,"(-23.2, -70.43333)"
Pampa (c),18085,Valid,L4,25000,Found,1986,-23.200000,-70.433330,"(-23.2, -70.43333)"
Pampa (d),18086,Valid,L5,12800,Found,1986,-23.200000,-70.433330,"(-23.2, -70.43333)"
Pampa (e),18087,Valid,L6,10000,Found,1987,-23.200000,-70.433330,"(-23.2, -70.43333)"
Pampa (f),18088,Valid,L4/5,1300,Found,2000,-23.183330,-70.433330,"(-23.18333, -70.43333)"
Pampa (g),18089,Valid,L5,2900,Found,2000,-23.183330,-70.433330,"(-23.18333, -70.43333)"
Pampa de Agua Blanca,18090,Valid,L6,10,Found,1916,-24.166670,-69.833330,"(-24.16667, -69.83333)"
Pampa del Infierno,18091,Valid,L6,896,Found,1895,-26.683330,-61.083330,"(-26.68333, -61.08333)"
Pampa Providencia,18092,Valid,"Iron, IIIAB",12400,Found,1994,-24.450000,-69.571670,"(-24.45, -69.57167)"
Pan de Azucar,18094,Valid,"Iron, IAB complex",19500,Found,1887,-26.500000,-69.500000,"(-26.5, -69.5)"
Panhandle,18096,Valid,H5,1360,Found,1969,35.333330,-101.383330,"(35.33333, -101.38333)"
Pannikin,18097,Valid,L6,13.6,Found,1965,-32.041670,126.183330,"(-32.04167, 126.18333)"
Paposo,31285,Valid,LL6,2000,Found,2001,-25.143330,-70.320000,"(-25.14333, -70.32)"
Para de Minas,18099,Valid,"Iron, IVA",116300,Found,1934,-19.866670,-44.616670,"(-19.86667, -44.61667)"
Park,18104,Valid,L6,13000,Found,1969,39.110000,-100.361670,"(39.11, -100.36167)"
Parma Canyon,18107,Valid,Iron,2150,Found,1940,43.800000,-117.000000,"(43.8, -117.0)"
Patos de Minas (hexahedrite),18113,Valid,"Iron, IIAB",32000,Found,1925,-18.583330,-46.533330,"(-18.58333, -46.53333)"
Patos de Minas (octahedrite),18114,Valid,"Iron, IAB complex",200000,Found,1925,-18.583330,-46.533330,"(-18.58333, -46.53333)"
Patricia,18115,Valid,H5,14900,Found,1983,32.500000,-102.033330,"(32.5, -102.03333)"
Paulding County,18172,Valid,Iron,725,Found,1901,34.000000,-84.800000,"(34.0, -84.8)"
Pavlodar (pallasite),18174,Valid,"Pallasite, PMG-an",4500,Found,1885,51.166670,77.333330,"(51.16667, 77.33333)"
Paymaster Mine,44796,Valid,L5,159,Found,2004,33.186670,-114.917830,"(33.18667, -114.91783)"
Payson,18178,Valid,L6,1728,Found,2001,34.233330,-111.400000,"(34.23333, -111.4)"
"Peck's Spring",18182,Valid,L5,1600,Found,1926,32.000000,-102.000000,"(32.0, -102.0)"
Pooposo,18869,Valid,"Iron, IAB-MG",12000,Found,1910,-18.333330,-66.833330,"(-18.33333, -66.83333)"
Pedernales,34062,Valid,"Iron, IAB complex",691,Found,1980,30.333330,-98.950000,"(30.33333, -98.95)"
Peetz,18783,Valid,L6,11500,Found,1937,40.950000,-103.083330,"(40.95, -103.08333)"
Pei Xian,18784,Valid,Iron,400000,Found,1917,34.700000,117.000000,"(34.7, 117.0)"
Pelona Mountain,18785,Valid,H5,618,Found,1999,33.666670,-108.100000,"(33.66667, -108.1)"
Pennyweight,18787,Valid,"Iron, ungrouped",12.7,Found,1982,-29.116670,122.083330,"(-29.11667, 122.08333)"
Penokee,18788,Valid,H5,3580,Found,1947,39.350000,-99.916670,"(39.35, -99.91667)"
Penouille,18789,Valid,"Iron, IAB complex",72.540000000000006,Found,1984,48.850000,-64.433330,"(48.85, -64.43333)"
Pep,18791,Valid,OC,591,Found,1966,33.730000,-102.576670,"(33.73, -102.57667)"
Perryton,18794,Valid,LL6,2114,Found,1975,36.353330,-100.731670,"(36.35333, -100.73167)"
Perryville,18795,Valid,"Iron, IIC",17500,Found,1906,37.733330,-89.850000,"(37.73333, -89.85)"
Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000,Found,1893,35.050000,-84.233330,"(35.05, -84.23333)"
Petropavlovka,18802,Valid,H4,1773,Found,1916,48.200000,43.733330,"(48.2, 43.73333)"
Petropavlovsk,18803,Valid,"Iron, ungrouped",7000,Found,1841,53.350000,87.183330,"(53.35, 87.18333)"
Pevensey,18805,Valid,LL5,4300,Found,1868,-34.783330,144.666670,"(-34.78333, 144.66667)"
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360,Found,1935,40.450000,-102.383330,"(40.45, -102.38333)"
Phulmari,18810,Valid,Stone-uncl,4064,Found,1936,20.133330,75.500000,"(20.13333, 75.5)"
Picacho,18814,Valid,"Iron, IIIAB",22000,Found,1952,33.200000,-105.000000,"(33.2, -105.0)"
Pickens County,18815,Valid,H6,400,Found,1908,34.500000,-84.500000,"(34.5, -84.5)"
Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000,Found,1922,-18.941670,-44.983330,"(-18.94167, -44.98333)"
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000,Found,1917,37.866670,-100.666670,"(37.86667, -100.66667)"
Pierceville (stone),18820,Valid,L6,2125,Found,1939,37.866670,-100.666670,"(37.86667, -100.66667)"
Pigick,18821,Valid,H5,690,Found,1994,-35.906670,141.855000,"(-35.90667, 141.855)"
Pima County,18823,Valid,"Iron, IIAB",210,Found,1947,32.200000,-111.000000,"(32.2, -111.0)"
Pine Bluffs,18824,Valid,H,2700,Found,1935,41.183330,-104.066670,"(41.18333, -104.06667)"
Pine Dam,18825,Valid,L5,200.4,Found,1976,-30.416670,138.000000,"(-30.41667, 138.0)"
Pine River,18826,Valid,"Iron, IAB-sLL",3600,Found,1931,44.216670,-89.100000,"(44.21667, -89.1)"
Pingrup,55547,Valid,H5-melt breccia,1213,Found,2011,-33.583160,118.656620,"(-33.58316, 118.65662)"
Pinnaroo,18827,Valid,Mesosiderite-A4,39400,Found,1927,-35.383330,140.916670,"(-35.38333, 140.91667)"
Piñon,18828,Valid,"Iron, ungrouped",17850,Found,1928,32.666670,-105.100000,"(32.66667, -105.1)"
Pinto Mountains,18829,Valid,L6,17900,Found,1954,34.000000,-115.783330,"(34.0, -115.78333)"
Pipe Creek,18830,Valid,H6,13600,Found,1887,29.683330,-98.916670,"(29.68333, -98.91667)"
Pirapora,18833,Valid,"Iron, IIAB",6175,Found,1888,-17.300000,-45.000000,"(-17.3, -45.0)"
Pitino,18836,Valid,H5,1667,Found,2002,-27.466670,-60.583330,"(-27.46667, -60.58333)"
Pittsburg,18838,Valid,"Iron, IAB-MG",600,Found,1850,40.433330,-80.000000,"(40.43333, -80.0)"
Pizzetti Well,55548,Valid,H5,218.57,Found,1980,-26.261670,120.733330,"(-26.26167, 120.73333)"
Plains,18839,Valid,H5,34300,Found,1964,33.283330,-102.766670,"(33.28333, -102.76667)"
Plains (d),18840,Valid,H4,280,Found,1991,33.266670,-102.900000,"(33.26667, -102.9)"
Plainview (1917),18841,Valid,H5,700000,Found,1917,34.116670,-101.783330,"(34.11667, -101.78333)"
Plainview (1950),18842,Valid,H,2200,Found,1950,34.116670,-101.783330,"(34.11667, -101.78333)"
Plainview (c),18843,Valid,OC,631,Found,1963,34.125000,-101.756670,"(34.125, -101.75667)"
Plainview (d),18844,Valid,L6,700,Found,1979,34.187500,-101.704170,"(34.1875, -101.70417)"
Plainview (e),54437,Valid,H5,1250,Found,2010,34.185130,-101.705580,"(34.18513, -101.70558)"
"Plancy-l'Abbaye",18845,Valid,H4,180,Found,2003,48.666670,-4.050000,"(48.66667, -4.05)"
Pleasanton,18848,Valid,H5,2300,Found,1935,38.183330,-94.716670,"(38.18333, -94.71667)"
Plymouth,18850,Valid,"Iron, IIIAB",14000,Found,1893,41.333330,-86.316670,"(41.33333, -86.31667)"
Podgrodzie,31301,Valid,H4/5,8.9,Found,2000,50.903330,21.549830,"(50.90333, 21.54983)"
Podolkhovsky,51587,Valid,L6,648,Found,2007,49.668830,42.832500,"(49.66883, 42.8325)"
Poeppel Corner,18852,Valid,L6,277,Found,1980,-25.783330,137.933330,"(-25.78333, 137.93333)"
Point Berliet,18854,Valid,H5,42000,Found,2001,20.537000,9.537830,"(20.537, 9.53783)"
Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000,Found,1956,36.500000,-104.500000,"(36.5, -104.5)"
Point of Rocks (stone),18856,Valid,L6,800,Found,1954,36.500000,-104.500000,"(36.5, -104.5)"
Poison Spring,18857,Valid,Iron,524,Found,1971,38.170000,-110.366670,"(38.17, -110.36667)"
Polujamki,18861,Valid,H4,18350,Found,1971,52.100000,79.700000,"(52.1, 79.7)"
Pomozdino,18863,Valid,Eucrite-cm,327,Found,1964,62.200000,54.166670,"(62.2, 54.16667)"
Pony Creek,18866,Valid,H4,4642,Found,1947,31.663330,-99.950000,"(31.66333, -99.95)"
Poolowanna,18867,Valid,H5,875,Found,1997,-29.831670,136.858670,"(-29.83167, 136.85867)"
Poonarunna,18868,Valid,H5,76,Found,1970,-27.766670,137.850000,"(-27.76667, 137.85)"
Portales (a),18871,Valid,H4,3240,Found,1967,34.066670,-103.500000,"(34.06667, -103.5)"
Portales (b),18872,Valid,L6,595.79999999999995,Found,1967,34.066670,-103.500000,"(34.06667, -103.5)"
Portales (c),18873,Valid,H4,6000,Found,1967,34.100000,-103.416670,"(34.1, -103.41667)"
Portis,18875,Valid,L,30,Found,1959,39.566670,-98.683330,"(39.56667, -98.68333)"
Porto Alegre,52091,Valid,"Iron, IIIE",200000,Found,2005,-30.033060,-51.230000,"(-30.03306, -51.23)"
Post,18877,Valid,L,2000,Found,1965,33.116670,-101.383330,"(33.11667, -101.38333)"
Potter,18878,Valid,L6,261000,Found,1941,41.233330,-103.300000,"(41.23333, -103.3)"
Powellsville,18880,Valid,H5,4310,Found,1990,38.666670,-82.783330,"(38.66667, -82.78333)"
Prairie Dog Creek,18882,Valid,H3.7,2900,Found,1893,39.633330,-100.500000,"(39.63333, -100.5)"
Prambanan,18884,Valid,"Iron, ungrouped",500000,Found,1797,-7.566670,110.833330,"(-7.56667, 110.83333)"
Preobrazhenka,18886,Valid,H3/4,418,Found,1949,53.700000,79.500000,"(53.7, 79.5)"
Primm,18889,Valid,H5,3383,Found,1997,35.666670,-115.366670,"(35.66667, -115.36667)"
Prospector Pool,47700,Valid,"Iron, ungrouped",2768,Found,2003,-29.350000,121.766670,"(-29.35, 121.76667)"
Providence,18893,Valid,"Iron, IIIAB",6804,Found,1903,38.566670,-85.233330,"(38.56667, -85.23333)"
Puente del Zacate,18894,Valid,"Iron, IIIAB",30790,Found,1904,27.866670,-101.500000,"(27.86667, -101.5)"
Puente-Ladron,18895,Valid,L,7.7,Found,1944,34.400000,-106.850000,"(34.4, -106.85)"
Puerta de Arauco,18896,Valid,Iron,1533,Found,1904,-28.883330,-66.666670,"(-28.88333, -66.66667)"
Puerto Libertad,18897,Valid,L,66,Found,1973,29.900000,-112.683330,"(29.9, -112.68333)"
Puquios,18903,Valid,"Iron, IID",6580,Found,1885,-27.150000,-69.916670,"(-27.15, -69.91667)"
Purmela,32771,Valid,"Iron, IIF",4500,Found,1977,29.500000,-98.050000,"(29.5, -98.05)"
Putnam County,18906,Valid,"Iron, IVA",32700,Found,1839,33.250000,-83.250000,"(33.25, -83.25)"
Qijiaojing,54610,Valid,"Iron, ungrouped",160000,Found,2003,43.750000,92.916670,"(43.75, 92.91667)"
Quarat al Hanish,18909,Valid,"Iron, IAB-sHL",593,Found,1979,25.150000,25.583330,"(25.15, 25.58333)"
Quartz Mountain,18910,Valid,"Iron, IIIAB",4832,Found,1935,37.200000,-116.700000,"(37.2, -116.7)"
Quartzsite,35634,Valid,L4,69.7,Found,2002,33.680850,-114.195800,"(33.68085, -114.1958)"
Queretaro,22359,Valid,H4,5000,Found,1971,20.633330,-100.383330,"(20.63333, -100.38333)"
Quijingue,22362,Valid,"Pallasite, PMG",59000,Found,1984,-10.750000,-39.216670,"(-10.75, -39.21667)"
Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000,Found,1908,38.083330,-115.533330,"(38.08333, -115.53333)"
Quinyambie,22365,Valid,LL3.6,1638,Found,1968,-30.150000,140.983330,"(-30.15, 140.98333)"
Rabbit Dry Lake,22366,Valid,L6,20,Found,2000,34.445670,-117.010830,"(34.44567, -117.01083)"
Rabbit Flat,22367,Valid,H6,295,Found,1974,-20.366670,130.116670,"(-20.36667, 130.11667)"
Rafrüti,22369,Valid,"Iron, ungrouped",18200,Found,1886,47.000000,7.833330,"(47.0, 7.83333)"
Ragged Top,22370,Valid,H4,122.7,Found,1997,32.446670,-111.346670,"(32.44667, -111.34667)"
Ragland,22372,Valid,LL3.4,12100,Found,1982,34.767780,-103.550000,"(34.76778, -103.55)"
Ragland Hill,56382,Valid,H5,11800,Found,1980,34.783330,-103.666670,"(34.78333, -103.66667)"
Raguli,22373,Valid,H3.8,4239,Found,1972,45.700000,43.700000,"(45.7, 43.7)"
Rainbow,22374,Valid,CO3.2,1553,Found,1994,-35.906670,141.855000,"(-35.90667, 141.855)"
Rakity,22375,Valid,L3,11400,Found,1971,51.800000,79.900000,"(51.8, 79.9)"
Rammya,22383,Valid,H5,2481,Found,1996,31.166670,-3.916670,"(31.16667, -3.91667)"
Rancho Blanco,22388,Valid,Eucrite-mmict,155,Found,1987,24.300000,-102.183330,"(24.3, -102.18333)"
Rancho de la Pila (1882),22389,Valid,"Iron, IIIAB",46500,Found,1882,24.116670,-104.300000,"(24.11667, -104.3)"
Rancho Gomelia,22391,Valid,"Iron, IIIAB",15650,Found,1975,24.516670,-105.250000,"(24.51667, -105.25)"
Randsburg,44798,Valid,L5,112.9,Found,2005,35.400500,-117.666170,"(35.4005, -117.66617)"
Ransom,22393,Valid,H4,15000,Found,1938,38.616670,-99.933330,"(38.61667, -99.93333)"
Rateldraai,22397,Valid,"Iron, IIIAB",549000,Found,1909,-28.833330,21.133330,"(-28.83333, 21.13333)"
Reager,22401,Valid,L6,230,Found,1948,39.783330,-100.000000,"(39.78333, -100.0)"
Rebiana,22402,Valid,L/LL5,459,Found,1999,24.978330,21.885000,"(24.97833, 21.885)"
Red Deer Hill,22538,Valid,L6,2510,Found,1975,53.075000,-105.841670,"(53.075, -105.84167)"
Red River,22548,Valid,"Iron, IIIAB",800000,Found,1808,32.000000,-95.000000,"(32.0, -95.0)"
Red Rock,22549,Valid,"Iron, IIIAB",47600,Found,1976,35.416670,-117.916670,"(35.41667, -117.91667)"
Red Willow,22550,Valid,Iron,2750,Found,1899,40.250000,-100.500000,"(40.25, -100.5)"
Redfields,22551,Valid,"Iron, ungrouped",8740,Found,1969,-30.716670,116.500000,"(-30.71667, 116.5)"
Redwater,51705,Valid,H4,229.5,Found,2009,53.932900,-112.977000,"(53.9329, -112.977)"
Reed City,22552,Valid,"Iron, ungrouped",20000,Found,1895,43.866670,-85.516670,"(43.86667, -85.51667)"
Reid,22556,Valid,H5,144.1,Found,1969,-30.066670,128.983330,"(-30.06667, 128.98333)"
Renfrow,22588,Valid,L6,81600,Found,1986,36.986670,-97.555000,"(36.98667, -97.555)"
Republican River,22591,Valid,H4,135,Found,1942,40.083330,-98.916670,"(40.08333, -98.91667)"
